Architecture,Memory,Workers,sk,cores,proc_time
arm64,8960,4,20221224_045916,6,2.1108353119998355
arm64,8960,4,20221224_050115,6,2.124537825999141
arm64,8960,4,20221224_050314,6,2.112618746001317
arm64,8960,4,20221224_050515,6,2.1085487640011706
arm64,8960,4,20221224_050715,6,2.110014511999907
arm64,8960,4,20221224_050915,6,2.1099929490010254
arm64,8960,4,20221224_051115,6,2.118222010998579
arm64,8960,4,20221224_051315,6,2.1185720169996785
arm64,8960,4,20221224_051515,6,2.117956731000959
arm64,8960,4,20221224_051715,6,2.1069639430006646
arm64,8960,4,20221224_051915,6,2.1087350610014255
arm64,8960,4,20221224_052115,6,2.1318029840003874
arm64,8960,4,20221224_052315,6,2.1135212769986538
arm64,8960,4,20221224_052515,6,2.108655373000147
arm64,8960,4,20221224_052715,6,2.1220646370002214
arm64,8960,4,20221224_052915,6,2.1129998819997127
arm64,8960,4,20221224_053114,6,2.118652369999836
arm64,8960,4,20221224_053315,6,2.1134040010001627
arm64,8960,4,20221224_053515,6,2.110479512999518
arm64,8960,4,20221224_053715,6,2.1064669839997805
arm64,8960,4,20221224_053915,6,2.1301253880010336
arm64,8960,4,20221224_054115,6,2.110494889999245
arm64,8960,4,20221224_054315,6,2.1164152340006694
arm64,8960,4,20221224_054515,6,2.1307008630010387
arm64,8960,4,20221224_054715,6,2.1161447430004046
arm64,8960,4,20221224_054915,6,2.112288440001066
arm64,8960,4,20221224_055114,6,2.1344119519999367
arm64,8960,4,20221224_055314,6,2.127955795998787
arm64,8960,4,20221224_055515,6,2.1307651579991216
arm64,8960,4,20221224_055716,6,2.1423956809994706
arm64,8960,4,20221224_055915,6,2.1111681290003617
arm64,8960,4,20221224_060115,6,2.1337457440004073
arm64,8960,4,20221224_060315,6,2.1123695480000606
arm64,8960,4,20221224_060515,6,2.118514828000116
arm64,8960,4,20221224_060715,6,2.1152165550010977
arm64,8960,4,20221224_060915,6,2.111699253999177
arm64,8960,4,20221224_061115,6,2.126508870998805
arm64,8960,4,20221224_061315,6,2.120760637000785
arm64,8960,4,20221224_061515,6,2.1364991959999315
arm64,8960,4,20221224_061715,6,2.1147189710009116
arm64,8960,4,20221224_061915,6,2.1304697079995094
arm64,8960,4,20221224_062115,6,2.141267542001515
arm64,8960,4,20221224_062315,6,2.115614010999707
arm64,8960,4,20221224_062515,6,2.115515237999716
arm64,8960,4,20221224_062715,6,2.116880637000577
arm64,8960,4,20221224_062915,6,2.132653010001377
arm64,8960,4,20221224_063115,6,2.110916198000268
arm64,8960,4,20221224_063315,6,2.1343425029990613
arm64,8960,4,20221224_063515,6,2.1167315830007283
arm64,8960,4,20221224_063715,6,2.109121374998722
arm64,8960,4,20221224_063915,6,2.1098459049990197
arm64,8960,4,20221224_064115,6,2.1251502579998487
arm64,8960,4,20221224_064315,6,2.1252742530014075
arm64,8960,4,20221224_064515,6,2.1117802879998635
arm64,8960,4,20221224_064714,6,2.1421090270014247
arm64,8960,4,20221224_064915,6,2.1180259419998038
arm64,8960,4,20221224_065115,6,2.1348166700008733
arm64,8960,4,20221224_065316,6,2.116962695999973
arm64,8960,4,20221224_065515,6,2.118617424999684
arm64,8960,4,20221224_065714,6,2.107417178000105
arm64,8960,4,20221224_065915,6,2.1223450309989857
arm64,8960,4,20221224_070115,6,2.1152850260004925
arm64,8960,4,20221224_070315,6,2.1223221060008655
arm64,8960,4,20221224_070515,6,2.112500500999886
arm64,8960,4,20221224_070715,6,2.1080496289996518
arm64,8960,4,20221224_070915,6,2.11064900600104
arm64,8960,4,20221224_071115,6,2.1072451990003174
arm64,8960,4,20221224_071315,6,2.1157446859997435
arm64,8960,4,20221224_071515,6,2.106972747000327
arm64,8960,4,20221224_071715,6,2.1169605220002268
arm64,8960,4,20221224_071915,6,2.1088588349994097
arm64,8960,4,20221224_072115,6,2.1123556069996994
arm64,8960,4,20221224_072316,6,2.131153546999485
arm64,8960,4,20221224_072515,6,2.120955156000491
arm64,8960,4,20221224_072715,6,2.106856907999827
arm64,8960,4,20221224_072915,6,2.1182290670003567
arm64,8960,4,20221224_073116,6,2.11653533199933
arm64,8960,4,20221224_073315,6,2.1198780029990303
arm64,8960,4,20221224_073515,6,2.108865375001187
arm64,8960,4,20221224_073716,6,2.1063590539997676
arm64,8960,4,20221224_073915,6,2.108815710000272
arm64,8960,4,20221224_074116,6,2.128730425001777
arm64,8960,4,20221224_074315,6,2.108647873999871
arm64,8960,4,20221224_074516,6,2.1169643949997408
arm64,8960,4,20221224_074715,6,2.127891008000006
arm64,8960,4,20221224_074916,6,2.117057219000344
arm64,8960,4,20221224_075115,6,2.110665317000894
arm64,8960,4,20221224_075315,6,2.1272401200003515
arm64,8960,4,20221224_075515,6,2.137793399999282
arm64,8960,4,20221224_075715,6,2.1355204489991593
arm64,8960,4,20221224_075915,6,2.1189157709995925
arm64,8960,4,20221224_080115,6,2.120147640000141
arm64,8960,4,20221224_080315,6,2.1376278620009543
arm64,8960,4,20221224_080515,6,2.1096796029996767
arm64,8960,4,20221224_080715,6,2.1165874020007323
arm64,8960,4,20221224_080916,6,2.1146627419984725
arm64,8960,4,20221224_081115,6,2.1116319479988306
arm64,8960,4,20221224_081315,6,2.1198319810027897
arm64,8960,4,20221224_081515,6,2.1297496340012003
arm64,8960,4,20221224_081715,6,2.1394883500033757
arm64,8960,4,20221224_081915,6,2.1129291040015232
arm64,8960,4,20221224_082115,6,2.133728718999919
arm64,8960,4,20221224_082315,6,2.115893493999465
arm64,8960,4,20221224_082515,6,2.1116011619997153
arm64,8960,4,20221224_082715,6,2.1162047400030133
arm64,8960,4,20221224_082915,6,2.116993695999554
arm64,8960,4,20221224_083115,6,2.139680849999422
arm64,8960,4,20221224_083315,6,2.11389201700149
arm64,8960,4,20221224_083515,6,2.138061690999166
arm64,8960,4,20221224_083715,6,2.1164358040005027
arm64,8960,4,20221224_083915,6,2.119125206998433
arm64,8960,4,20221224_084115,6,2.1149812070034386
arm64,8960,4,20221224_084315,6,2.1231753479987674
arm64,8960,4,20221224_084515,6,2.114798692000477
arm64,8960,4,20221224_084715,6,2.1201354559998435
arm64,8960,4,20221224_084915,6,2.139029756999662
arm64,8960,4,20221224_085115,6,2.1164488590002293
arm64,8960,4,20221224_085315,6,2.1399041860022407
arm64,8960,4,20221224_085515,6,2.1211680220003473
arm64,8960,4,20221224_085716,6,2.125449170001957
arm64,8960,4,20221224_085915,6,2.111691032998351
arm64,8960,4,20221224_090115,6,2.1154685670007893
arm64,8960,4,20221224_090315,6,2.140443516000232
arm64,8960,4,20221224_090515,6,2.1676510329998564
arm64,8960,4,20221224_090714,6,2.1410773470015556
arm64,8960,4,20221224_090915,6,2.1377206609977293
arm64,8960,4,20221224_091115,6,2.114237732001129
arm64,8960,4,20221224_091315,6,2.1350129040001775
arm64,8960,4,20221224_091516,6,2.1209049730005063
arm64,8960,4,20221224_091715,6,2.1178261789991666
arm64,8960,4,20221224_091916,6,2.114016243000151
arm64,8960,4,20221224_092116,6,2.111052329000813
arm64,8960,4,20221224_092315,6,2.1142834840011346
arm64,8960,4,20221224_092515,6,2.1240437630003726
arm64,8960,4,20221224_092715,6,2.1547124159988016
arm64,8960,4,20221224_092915,6,2.1143457120015228
arm64,8960,4,20221224_093115,6,2.1216234959993017
arm64,8960,4,20221224_093315,6,2.131919872999788
arm64,8960,4,20221224_093516,6,2.118110560999412
arm64,8960,4,20221224_093716,6,2.1107499130012
arm64,8960,4,20221224_093916,6,2.119829560000653
arm64,8960,4,20221224_094116,6,2.1111046120004175
arm64,8960,4,20221224_094316,6,2.1181514879990573
arm64,8960,4,20221224_094516,6,2.1081196359991736
arm64,8960,4,20221224_094716,6,2.114080104000095
arm64,8960,4,20221224_094916,6,2.1071760049999284
arm64,8960,4,20221224_095116,6,2.1339197179986513
arm64,8960,4,20221224_095316,6,2.111836444000801
arm64,8960,4,20221224_095516,6,2.11901746500007
arm64,8960,4,20221224_095716,6,2.1374903280011495
arm64,8960,4,20221224_095916,6,2.1223505689995363
arm64,8960,4,20221224_100116,6,2.1223187989999133
arm64,8960,4,20221224_100316,6,2.134896833998937
arm64,8960,4,20221224_100516,6,2.1280782319990976
arm64,8960,4,20221224_100716,6,2.135125231998245
arm64,8960,4,20221224_100916,6,2.1148268439974345
arm64,8960,4,20221224_101116,6,2.1142098999989685
arm64,8960,4,20221224_101316,6,2.1294961359999434
arm64,8960,4,20221224_101516,6,2.1109035449990188
arm64,8960,4,20221224_101716,6,2.111708370000997
arm64,8960,4,20221224_101916,6,2.1095852279977407
arm64,8960,4,20221224_102116,6,2.1086506549982005
arm64,8960,4,20221224_102315,6,2.1154923039975984
arm64,8960,4,20221224_102516,6,2.1149022330027947
arm64,8960,4,20221224_102715,6,2.1275140479992842
arm64,8960,4,20221224_102915,6,2.1417210469990096
arm64,8960,4,20221224_103116,6,2.1327667829973507
arm64,8960,4,20221224_103316,6,2.1175992999997106
arm64,8960,4,20221224_103516,6,2.111532041999453
arm64,8960,4,20221224_103716,6,2.12764226100262
arm64,8960,4,20221224_103916,6,2.11370803400132
arm64,8960,4,20221224_104116,6,2.130455480000819
arm64,8960,4,20221224_104316,6,2.113975971999025
arm64,8960,4,20221224_104516,6,2.1334925840019423
arm64,8960,4,20221224_104716,6,2.1135057770006824
arm64,8960,4,20221224_104916,6,2.11644904700006
arm64,8960,4,20221224_105115,6,2.116652886998054
arm64,8960,4,20221224_105316,6,2.1284868809998443
arm64,8960,4,20221224_105516,6,2.1178728740014776
arm64,8960,4,20221224_105716,6,2.1167489199979173
arm64,8960,4,20221224_105916,6,2.141152307998709
arm64,8960,4,20221224_110116,6,2.1148317670013057
arm64,8960,4,20221224_110316,6,2.1179314839973813
arm64,8960,4,20221224_110516,6,2.111710265999136
arm64,8960,4,20221224_110716,6,2.1073319029965205
arm64,8960,4,20221224_110916,6,2.145126725001319
arm64,8960,4,20221224_111116,6,2.1166384870011825
arm64,8960,4,20221224_111317,6,2.114599710002949
arm64,8960,4,20221224_111517,6,2.1099163300023065
arm64,8960,4,20221224_111717,6,2.136222988003283
