Architecture,Memory,Workers,sk,cores,proc_time
x86_64,256,6,20221224_050048,2,86.701042742
x86_64,256,6,20221224_050248,2,87.49886442400003
x86_64,256,6,20221224_050447,2,87.86014787900001
x86_64,256,6,20221224_050648,2,88.25904234199993
x86_64,256,6,20221224_050849,2,88.53718919900007
x86_64,256,6,20221224_051048,2,88.71884827999997
x86_64,256,6,20221224_051248,2,88.65854291200003
x86_64,256,6,20221224_051449,2,88.33903973399993
x86_64,256,6,20221224_051649,2,88.61624866600005
x86_64,256,6,20221224_051848,2,87.84220208600004
x86_64,256,6,20221224_052049,2,88.72271509100005
x86_64,256,6,20221224_052248,2,88.33923359000005
x86_64,256,6,20221224_052449,2,88.63766919699992
x86_64,256,6,20221224_052649,2,88.80097856499992
x86_64,256,6,20221224_052849,2,88.281008445
x86_64,256,6,20221224_053049,2,88.71835574800002
x86_64,256,6,20221224_053248,2,88.62275190799983
x86_64,256,6,20221224_053449,2,88.95951172200012
x86_64,256,6,20221224_053649,2,88.50230329400028
x86_64,256,6,20221224_053849,2,88.55721793200019
x86_64,256,6,20221224_054051,2,91.61732689500013
x86_64,256,6,20221224_054249,2,88.71736436999981
x86_64,256,6,20221224_054449,2,88.69810075899977
x86_64,256,6,20221224_054649,2,88.23989776600001
x86_64,256,6,20221224_054849,2,88.85667093500024
x86_64,256,6,20221224_055049,2,88.69467417900023
x86_64,256,6,20221224_055248,2,88.76258175500016
x86_64,256,6,20221224_055452,2,91.80313139199961
x86_64,256,6,20221224_055649,2,88.77952876800009
x86_64,256,6,20221224_055850,2,88.80126524499974
x86_64,256,6,20221224_060048,2,88.3779469240003
x86_64,256,6,20221224_060249,2,88.83887890999995
x86_64,256,6,20221224_060449,2,88.67833457699999
x86_64,256,6,20221224_060650,2,88.97957128300004
x86_64,256,6,20221224_060849,2,88.60228692000055
x86_64,256,6,20221224_061050,2,89.12028269199982
x86_64,256,6,20221224_061249,2,88.99848690900035
x86_64,256,6,20221224_061449,2,88.93814722499974
x86_64,256,6,20221224_061649,2,89.19773879100012
x86_64,256,6,20221224_061852,2,91.52073769700019
x86_64,256,6,20221224_062049,2,88.53449288299998
x86_64,256,6,20221224_062249,2,88.72029957599989
x86_64,256,6,20221224_062449,2,88.84254181699998
x86_64,256,6,20221224_062649,2,88.75809159599976
x86_64,256,6,20221224_062849,2,88.94148306199986
x86_64,256,6,20221224_063052,2,92.02127037900027
x86_64,256,6,20221224_063249,2,88.71824206599922
x86_64,256,6,20221224_063450,2,89.03752783100026
x86_64,256,6,20221224_063649,2,88.95713618399986
x86_64,256,6,20221224_063849,2,88.65963564699996
x86_64,256,6,20221224_064049,2,88.7185344949994
x86_64,256,6,20221224_064249,2,88.60250901799918
x86_64,256,6,20221224_064449,2,88.86265633099993
x86_64,256,6,20221224_064649,2,88.67912899600014
