Architecture,Memory,Workers,sk,cores,proc_time
arm64,768,5,20221224_045900,2,18.140872736001256
arm64,768,5,20221224_050059,2,18.13759115299945
arm64,768,5,20221224_050259,2,18.341367497001556
arm64,768,5,20221224_050459,2,18.16815412300093
arm64,768,5,20221224_050659,2,18.154243024999232
arm64,768,5,20221224_050859,2,18.193289482000182
arm64,768,5,20221224_051059,2,18.33895321199998
arm64,768,5,20221224_051259,2,18.200225966998914
arm64,768,5,20221224_051459,2,18.348364911998942
arm64,768,5,20221224_051659,2,18.165203575001215
arm64,768,5,20221224_051859,2,18.207582126999114
arm64,768,5,20221224_052059,2,18.213113302001148
arm64,768,5,20221224_052259,2,18.156404345998453
arm64,768,5,20221224_052459,2,18.24463676400046
arm64,768,5,20221224_052659,2,18.219665508000617
arm64,768,5,20221224_052859,2,18.17350342300051
arm64,768,5,20221224_053059,2,18.128318348000903
arm64,768,5,20221224_053259,2,18.127189011000155
arm64,768,5,20221224_053459,2,18.17309359400133
arm64,768,5,20221224_053659,2,18.267690868999125
arm64,768,5,20221224_053859,2,18.18764254099915
arm64,768,5,20221224_054059,2,18.22727800299981
arm64,768,5,20221224_054259,2,18.187065268999504
arm64,768,5,20221224_054459,2,18.165056514000753
arm64,768,5,20221224_054659,2,18.166391537999516
arm64,768,5,20221224_054859,2,18.232537859999866
arm64,768,5,20221224_055059,2,18.256982192000578
arm64,768,5,20221224_055259,2,18.35508950700023
arm64,768,5,20221224_055459,2,18.30820667700027
arm64,768,5,20221224_055659,2,18.299024956999347
arm64,768,5,20221224_055859,2,18.20185501299966
arm64,768,5,20221224_060059,2,18.234482622998257
arm64,768,5,20221224_060259,2,18.19877840999834
arm64,768,5,20221224_060459,2,18.229869945997052
arm64,768,5,20221224_060659,2,18.465101141999185
arm64,768,5,20221224_060859,2,18.294406076998712
arm64,768,5,20221224_061059,2,18.141848112001753
arm64,768,5,20221224_061259,2,18.503349290000187
arm64,768,5,20221224_061459,2,18.35210951100089
arm64,768,5,20221224_061659,2,18.173404953999125
arm64,768,5,20221224_061859,2,18.278025096999045
arm64,768,5,20221224_062059,2,18.27809582500049
arm64,768,5,20221224_062259,2,18.159520275999967
arm64,768,5,20221224_062459,2,18.223802123000496
arm64,768,5,20221224_062659,2,18.25257179699838
arm64,768,5,20221224_062859,2,18.460913581002387
arm64,768,5,20221224_063059,2,18.24565328999961
arm64,768,5,20221224_063259,2,18.18930510499922
arm64,768,5,20221224_063459,2,18.444650844001444
arm64,768,5,20221224_063659,2,18.284634951000044
