Architecture,Memory,Workers,sk,cores,proc_time
arm64,8448,4,20221224_045914,5,2.109519258999967
arm64,8448,4,20221224_050113,5,2.1112811369999918
arm64,8448,4,20221224_050312,5,2.1088729809999904
arm64,8448,4,20221224_050513,5,2.107093035000048
arm64,8448,4,20221224_050713,5,2.109513743999969
arm64,8448,4,20221224_050913,5,2.111394458999939
arm64,8448,4,20221224_051113,5,2.1200899579998804
arm64,8448,4,20221224_051313,5,2.13190626100004
arm64,8448,4,20221224_051513,5,2.1216956439998285
arm64,8448,4,20221224_051713,5,2.111930705000077
arm64,8448,4,20221224_051913,5,2.124328332999994
arm64,8448,4,20221224_052113,5,2.1302443209999637
arm64,8448,4,20221224_052313,5,2.1204916320002667
arm64,8448,4,20221224_052513,5,2.1145861800000603
arm64,8448,4,20221224_052713,5,2.1226462079998782
arm64,8448,4,20221224_052913,5,2.124414995999814
arm64,8448,4,20221224_053112,5,2.1367873290000716
arm64,8448,4,20221224_053313,5,2.114279070000066
arm64,8448,4,20221224_053513,5,2.1079902819997187
arm64,8448,4,20221224_053713,5,2.114452444000108
arm64,8448,4,20221224_053913,5,2.1374234469999465
arm64,8448,4,20221224_054113,5,2.134570229000019
arm64,8448,4,20221224_054313,5,2.1216965550001987
arm64,8448,4,20221224_054513,5,2.1377157379997698
arm64,8448,4,20221224_054713,5,2.1233018960001573
arm64,8448,4,20221224_054913,5,2.114079669000148
arm64,8448,4,20221224_055112,5,2.144235714000388
arm64,8448,4,20221224_055313,5,2.1309711149997383
arm64,8448,4,20221224_055513,5,2.13571122500025
arm64,8448,4,20221224_055714,5,2.1196556189997864
arm64,8448,4,20221224_055913,5,2.139390471000297
arm64,8448,4,20221224_060113,5,2.1343269549997785
arm64,8448,4,20221224_060313,5,2.118788237999979
arm64,8448,4,20221224_060513,5,2.1134155449999525
arm64,8448,4,20221224_060713,5,2.1182488179993015
arm64,8448,4,20221224_060913,5,2.1085008790005304
arm64,8448,4,20221224_061113,5,2.117064243000641
arm64,8448,4,20221224_061313,5,2.125003977000233
arm64,8448,4,20221224_061513,5,2.1518153329998313
arm64,8448,4,20221224_061713,5,2.1094831059999706
arm64,8448,4,20221224_061913,5,2.134142988000349
arm64,8448,4,20221224_062113,5,2.1155914060000214
arm64,8448,4,20221224_062313,5,2.115721834999931
arm64,8448,4,20221224_062513,5,2.125588099000197
arm64,8448,4,20221224_062713,5,2.11637858999984
arm64,8448,4,20221224_062913,5,2.1417038170002343
arm64,8448,4,20221224_063113,5,2.117210344000341
arm64,8448,4,20221224_063313,5,2.145628960999602
arm64,8448,4,20221224_063513,5,2.117461920999631
arm64,8448,4,20221224_063713,5,2.112989913000092
arm64,8448,4,20221224_063913,5,2.1140150369992625
arm64,8448,4,20221224_064113,5,2.118608710999979
arm64,8448,4,20221224_064313,5,2.1179298179995385
arm64,8448,4,20221224_064513,5,2.1371712870004558
arm64,8448,4,20221224_064712,5,2.1307469999992463
arm64,8448,4,20221224_064913,5,2.1151288830005797
arm64,8448,4,20221224_065113,5,2.1353188570001294
arm64,8448,4,20221224_065314,5,2.1090342950001286
arm64,8448,4,20221224_065513,5,2.1326255229996605
arm64,8448,4,20221224_065712,5,2.1136752459997297
arm64,8448,4,20221224_065913,5,2.115325617000053
arm64,8448,4,20221224_070113,5,2.129233817999193
arm64,8448,4,20221224_070313,5,2.1355737410003712
arm64,8448,4,20221224_070513,5,2.1231655920000776
arm64,8448,4,20221224_070713,5,2.112354934000905
arm64,8448,4,20221224_070913,5,2.1147471639997093
arm64,8448,4,20221224_071113,5,2.1295310819987208
arm64,8448,4,20221224_071313,5,2.1374465939989022
arm64,8448,4,20221224_071513,5,2.1206574169991654
arm64,8448,4,20221224_071713,5,2.1202905159989314
arm64,8448,4,20221224_071913,5,2.1207967559967074
arm64,8448,4,20221224_072113,5,2.1355495850002626
arm64,8448,4,20221224_072314,5,2.1192746720007563
arm64,8448,4,20221224_072513,5,2.13435370300067
arm64,8448,4,20221224_072713,5,2.1266457899982925
arm64,8448,4,20221224_072913,5,2.123844427998847
arm64,8448,4,20221224_073114,5,2.1257308189997275
arm64,8448,4,20221224_073313,5,2.1203592339988973
arm64,8448,4,20221224_073513,5,2.1245917999985977
arm64,8448,4,20221224_073714,5,2.1148690920017543
arm64,8448,4,20221224_073913,5,2.1179698269988876
arm64,8448,4,20221224_074114,5,2.1218417280033464
arm64,8448,4,20221224_074313,5,2.144796969001618
arm64,8448,4,20221224_074513,5,2.1217637789995933
arm64,8448,4,20221224_074713,5,2.109817063999799
arm64,8448,4,20221224_074914,5,2.134607955998945
arm64,8448,4,20221224_075113,5,2.1402716110023903
arm64,8448,4,20221224_075313,5,2.1513341999998374
arm64,8448,4,20221224_075513,5,2.1408670240016363
arm64,8448,4,20221224_075713,5,2.116629231000843
arm64,8448,4,20221224_075913,5,2.112330629999633
arm64,8448,4,20221224_080113,5,2.1400969899987103
arm64,8448,4,20221224_080313,5,2.112589822998416
arm64,8448,4,20221224_080513,5,2.1097934170029475
arm64,8448,4,20221224_080713,5,2.113704480998422
arm64,8448,4,20221224_080913,5,2.1090367149990925
arm64,8448,4,20221224_081113,5,2.117251073999796
arm64,8448,4,20221224_081313,5,2.1166386600016267
arm64,8448,4,20221224_081513,5,2.1152291409998725
arm64,8448,4,20221224_081713,5,2.113417663000291
arm64,8448,4,20221224_081913,5,2.110747786999127
arm64,8448,4,20221224_082113,5,2.1340202310020686
arm64,8448,4,20221224_082313,5,2.1328121490005287
arm64,8448,4,20221224_082513,5,2.1319992989992897
arm64,8448,4,20221224_082712,5,2.1171454079994874
arm64,8448,4,20221224_082913,5,2.1129059079976287
arm64,8448,4,20221224_083113,5,2.1160172349991626
arm64,8448,4,20221224_083313,5,2.107793702998606
arm64,8448,4,20221224_083513,5,2.111802614002954
arm64,8448,4,20221224_083713,5,2.105424792996928
arm64,8448,4,20221224_083913,5,2.111195573997975
arm64,8448,4,20221224_084113,5,2.1316961529992113
arm64,8448,4,20221224_084313,5,2.114608030002273
arm64,8448,4,20221224_084513,5,2.1209480010002153
arm64,8448,4,20221224_084713,5,2.119757650001702
arm64,8448,4,20221224_084913,5,2.1158418269988033
arm64,8448,4,20221224_085113,5,2.118385630001285
arm64,8448,4,20221224_085313,5,2.1173096419988724
arm64,8448,4,20221224_085513,5,2.1218265810020966
arm64,8448,4,20221224_085713,5,2.116880202000175
arm64,8448,4,20221224_085913,5,2.1143502579980122
arm64,8448,4,20221224_090113,5,2.1100484890000644
arm64,8448,4,20221224_090313,5,2.1181733139999324
arm64,8448,4,20221224_090513,5,2.111260289000029
arm64,8448,4,20221224_090712,5,2.1182227750000493
arm64,8448,4,20221224_090913,5,2.116447315000187
arm64,8448,4,20221224_091113,5,2.1080851740000526
arm64,8448,4,20221224_091313,5,2.1231077549998645
arm64,8448,4,20221224_091514,5,2.1175893709998945
arm64,8448,4,20221224_091714,5,2.134306031999813
arm64,8448,4,20221224_091913,5,2.1095970430001216
arm64,8448,4,20221224_092114,5,2.1197190359998785
