Architecture,Memory,Workers,sk,cores,proc_time
x86_64,5632,4,20221224_045946,4,3.8320048859968665
x86_64,5632,4,20221224_050145,4,3.84793359899777
x86_64,5632,4,20221224_050344,4,3.8270725430047605
x86_64,5632,4,20221224_050545,4,3.8701635999968858
x86_64,5632,4,20221224_050745,4,3.8260315009974875
x86_64,5632,4,20221224_050944,4,3.906901984999422
x86_64,5632,4,20221224_051144,4,3.8456698570007575
x86_64,5632,4,20221224_051345,4,3.877544595998188
x86_64,5632,4,20221224_051545,4,3.8264525280028465
x86_64,5632,4,20221224_051745,4,3.8553557010018267
x86_64,5632,4,20221224_051945,4,3.7982320400042227
x86_64,5632,4,20221224_052145,4,3.821183005005878
x86_64,5632,4,20221224_052345,4,3.8103323730028933
x86_64,5632,4,20221224_052545,4,3.834278631999041
x86_64,5632,4,20221224_052745,4,3.818417081994994
x86_64,5632,4,20221224_052945,4,3.857289325998863
x86_64,5632,4,20221224_053145,4,3.8827403870018316
x86_64,5632,4,20221224_053345,4,3.845648135000374
x86_64,5632,4,20221224_053545,4,3.8510993180025253
x86_64,5632,4,20221224_053745,4,3.842886908001674
x86_64,5632,4,20221224_053944,4,3.8183121800029767
x86_64,5632,4,20221224_054146,4,3.863225645996863
x86_64,5632,4,20221224_054345,4,3.835446060002141
x86_64,5632,4,20221224_054545,4,3.8602941669960273
x86_64,5632,4,20221224_054745,4,3.89966244900279
x86_64,5632,4,20221224_054945,4,3.879064421998919
x86_64,5632,4,20221224_055144,4,3.9069230730019626
x86_64,5632,4,20221224_055344,4,3.8493298060056986
x86_64,5632,4,20221224_055545,4,3.868542818003334
x86_64,5632,4,20221224_055745,4,3.860184479999589
x86_64,5632,4,20221224_055945,4,3.8668519380007638
x86_64,5632,4,20221224_060145,4,3.9433816409946303
x86_64,5632,4,20221224_060346,4,3.8946245679981075
x86_64,5632,4,20221224_060546,4,3.8355902379989857
x86_64,5632,4,20221224_060746,4,3.8467987809999613
x86_64,5632,4,20221224_060946,4,3.8493929489995935
x86_64,5632,4,20221224_061145,4,3.860857767998823
x86_64,5632,4,20221224_061345,4,3.8633157259973814
x86_64,5632,4,20221224_061545,4,3.856998987001134
x86_64,5632,4,20221224_061745,4,3.879247798999131
x86_64,5632,4,20221224_061945,4,3.8437482029985404
x86_64,5632,4,20221224_062145,4,3.924607688000833
x86_64,5632,4,20221224_062345,4,3.8658716499994625
x86_64,5632,4,20221224_062545,4,3.90975287600304
x86_64,5632,4,20221224_062745,4,3.8529185250008595
x86_64,5632,4,20221224_062945,4,3.9104192110025906
x86_64,5632,4,20221224_063145,4,3.9016996749996906
x86_64,5632,4,20221224_063346,4,3.8658316250002827
x86_64,5632,4,20221224_063545,4,3.911307697999291
x86_64,5632,4,20221224_063745,4,3.900729967004736
x86_64,5632,4,20221224_063945,4,3.905075795002631
x86_64,5632,4,20221224_064145,4,3.8835255279991543
x86_64,5632,4,20221224_064345,4,3.9305721490018186
x86_64,5632,4,20221224_064545,4,3.870359398999426
x86_64,5632,4,20221224_064744,4,3.925821928001824
x86_64,5632,4,20221224_064945,4,3.8630882639990887
x86_64,5632,4,20221224_065145,4,3.8580037360006827
x86_64,5632,4,20221224_065346,4,3.8600509710013284
x86_64,5632,4,20221224_065545,4,3.862844691000646
x86_64,5632,4,20221224_065744,4,3.8799013509997167
x86_64,5632,4,20221224_065946,4,4.027706972003216
x86_64,5632,4,20221224_070146,4,4.053799189998244
x86_64,5632,4,20221224_070346,4,3.9917425679959706
x86_64,5632,4,20221224_070546,4,3.981897019002645
x86_64,5632,4,20221224_070747,4,4.341303599001549
x86_64,5632,4,20221224_070945,4,4.038656273995002
x86_64,5632,4,20221224_071146,4,3.9995285230033915
x86_64,5632,4,20221224_071345,4,4.027944378998654
x86_64,5632,4,20221224_071545,4,4.001870198000688
x86_64,5632,4,20221224_071746,4,4.050171341994428
x86_64,5632,4,20221224_071945,4,4.0551631420021295
x86_64,5632,4,20221224_072145,4,4.001904832999571
x86_64,5632,4,20221224_072346,4,4.043909090003581
x86_64,5632,4,20221224_072546,4,4.301555258003646
x86_64,5632,4,20221224_072745,4,4.042268687000615
x86_64,5632,4,20221224_072946,4,4.292710277004517
x86_64,5632,4,20221224_073146,4,4.070911886999966
x86_64,5632,4,20221224_073346,4,4.0126560630014865
x86_64,5632,4,20221224_073546,4,4.042584333998093
x86_64,5632,4,20221224_073747,4,4.015627554006642
x86_64,5632,4,20221224_073946,4,4.017553995996423
x86_64,5632,4,20221224_074146,4,4.001423927002179
x86_64,5632,4,20221224_074346,4,4.071707370996592
x86_64,5632,4,20221224_074546,4,4.068032748000405
x86_64,5632,4,20221224_074746,4,4.062908328000049
x86_64,5632,4,20221224_074946,4,4.011621443998592
x86_64,5632,4,20221224_075146,4,3.9988496949954424
x86_64,5632,4,20221224_075345,4,3.99196260899771
x86_64,5632,4,20221224_075545,4,4.033405880996725
x86_64,5632,4,20221224_075745,4,4.0238602879981045
x86_64,5632,4,20221224_075945,4,3.9952978910005186
x86_64,5632,4,20221224_080146,4,4.008792529006314
x86_64,5632,4,20221224_080346,4,4.001234105999174
x86_64,5632,4,20221224_080546,4,3.970518952002749
x86_64,5632,4,20221224_080746,4,4.039185159002955
x86_64,5632,4,20221224_080946,4,4.099269275997358
x86_64,5632,4,20221224_081145,4,4.019405304999964
x86_64,5632,4,20221224_081346,4,4.050073179998435
x86_64,5632,4,20221224_081546,4,4.0052107730007265
x86_64,5632,4,20221224_081745,4,4.018432349002978
x86_64,5632,4,20221224_081945,4,3.9826030129988794
x86_64,5632,4,20221224_082145,4,4.036762087998795
x86_64,5632,4,20221224_082345,4,4.017114978996688
x86_64,5632,4,20221224_082545,4,3.978528113999346
x86_64,5632,4,20221224_082745,4,4.010236811998766
x86_64,5632,4,20221224_082945,4,4.070885364002606
x86_64,5632,4,20221224_083146,4,4.61886749399855
x86_64,5632,4,20221224_083345,4,4.048682234999433
x86_64,5632,4,20221224_083546,4,4.995498468997539
x86_64,5632,4,20221224_083746,4,5.380510971001058
x86_64,5632,4,20221224_083945,4,4.088223179998749
x86_64,5632,4,20221224_084145,4,4.264172627001244
x86_64,5632,4,20221224_084344,4,4.027152506001585
x86_64,5632,4,20221224_084546,4,4.143696704006288
x86_64,5632,4,20221224_084746,4,4.337050171001465
x86_64,5632,4,20221224_084946,4,4.325106989999767
x86_64,5632,4,20221224_085146,4,4.987961355000152
x86_64,5632,4,20221224_085346,4,4.282691615000658
x86_64,5632,4,20221224_085545,4,4.257843112001865
x86_64,5632,4,20221224_085747,4,5.024944724998932
x86_64,5632,4,20221224_085946,4,4.674877895999089
x86_64,5632,4,20221224_090147,4,5.580918617997668
x86_64,5632,4,20221224_090347,4,4.689876858999924
x86_64,5632,4,20221224_090546,4,4.526741207999294
x86_64,5632,4,20221224_090745,4,5.029920617998869
x86_64,5632,4,20221224_090945,4,4.502611725998577
x86_64,5632,4,20221224_091145,4,4.0890242339992255
x86_64,5632,4,20221224_091345,4,4.089690331999009
x86_64,5632,4,20221224_091546,4,4.0940088870011095
x86_64,5632,4,20221224_091747,4,4.621080000000802
x86_64,5632,4,20221224_091947,4,4.281252985998435
x86_64,5632,4,20221224_092147,4,4.49276263199863
x86_64,5632,4,20221224_092346,4,4.1025645840018115
x86_64,5632,4,20221224_092546,4,4.4901386049969005
x86_64,5632,4,20221224_092746,4,4.361312390999956
x86_64,5632,4,20221224_092947,4,4.380060698000307
x86_64,5632,4,20221224_093147,4,4.350265688000945
x86_64,5632,4,20221224_093347,4,4.219578165000712
x86_64,5632,4,20221224_093547,4,4.517379848999553
x86_64,5632,4,20221224_093747,4,4.670943834000354
x86_64,5632,4,20221224_093947,4,4.196933549999812
x86_64,5632,4,20221224_094147,4,4.1855457069978
x86_64,5632,4,20221224_094348,4,4.093867438001325
x86_64,5632,4,20221224_094548,4,4.517481817998487
x86_64,5632,4,20221224_094748,4,5.139397512000869
x86_64,5632,4,20221224_094947,4,4.106777762997808
x86_64,5632,4,20221224_095147,4,4.0060036850045435
x86_64,5632,4,20221224_095347,4,4.032623604995024
x86_64,5632,4,20221224_095547,4,4.095955556003901
x86_64,5632,4,20221224_095747,4,4.160898573994928
x86_64,5632,4,20221224_095947,4,4.029287912002474
x86_64,5632,4,20221224_100147,4,4.033416063000914
x86_64,5632,4,20221224_100347,4,4.02682181000273
x86_64,5632,4,20221224_100547,4,4.0632815299977665
x86_64,5632,4,20221224_100747,4,4.07308962100069
x86_64,5632,4,20221224_100947,4,4.03829835599754
x86_64,5632,4,20221224_101147,4,4.012872045997938
x86_64,5632,4,20221224_101347,4,4.03333094700065
x86_64,5632,4,20221224_101547,4,4.091976028998033
x86_64,5632,4,20221224_101747,4,4.010122624997166
x86_64,5632,4,20221224_101947,4,4.010415561002446
x86_64,5632,4,20221224_102147,4,4.087161231997015
x86_64,5632,4,20221224_102347,4,4.078472449000401
x86_64,5632,4,20221224_102547,4,4.022918530004972
x86_64,5632,4,20221224_102746,4,4.008866117001162
x86_64,5632,4,20221224_102946,4,3.9937053650064627
x86_64,5632,4,20221224_103147,4,4.123969696003769
x86_64,5632,4,20221224_103347,4,4.057499836999341
x86_64,5632,4,20221224_103547,4,4.045413332998578
x86_64,5632,4,20221224_103747,4,3.984590764004679
x86_64,5632,4,20221224_103948,4,4.271346680994611
x86_64,5632,4,20221224_104147,4,4.023706013000265
x86_64,5632,4,20221224_104347,4,4.474652517999857
x86_64,5632,4,20221224_104547,4,4.096899316999043
x86_64,5632,4,20221224_104747,4,4.268911474999186
x86_64,5632,4,20221224_104947,4,4.046132793999277
x86_64,5632,4,20221224_105147,4,4.209268951000922
x86_64,5632,4,20221224_105347,4,4.144852080000419
x86_64,5632,4,20221224_105547,4,4.045779025000229
x86_64,5632,4,20221224_105747,4,3.9984491750001325
x86_64,5632,4,20221224_105947,4,4.005181918000744
x86_64,5632,4,20221224_110147,4,4.029247619000671
x86_64,5632,4,20221224_110347,4,4.127441622998958
x86_64,5632,4,20221224_110547,4,4.3180733940007485
x86_64,5632,4,20221224_110747,4,4.091889356001047
x86_64,5632,4,20221224_110947,4,4.240578005999851
x86_64,5632,4,20221224_111148,4,4.687471318999087
x86_64,5632,4,20221224_111349,4,4.023758309000186
x86_64,5632,4,20221224_111549,4,4.046738978000576
x86_64,5632,4,20221224_111749,4,4.117533156999343
