Architecture,Memory,Workers,sk,cores,proc_time
arm64,6656,1,20221224_045912,4,7.851746868000191
arm64,6656,1,20221224_050111,4,7.915047315000265
arm64,6656,1,20221224_050311,4,7.84805733399844
arm64,6656,1,20221224_050511,4,7.844448497002304
arm64,6656,1,20221224_050711,4,7.848674859997118
arm64,6656,1,20221224_050911,4,7.841243105998728
arm64,6656,1,20221224_051111,4,7.854542667002534
arm64,6656,1,20221224_051311,4,7.843062938001822
arm64,6656,1,20221224_051511,4,7.844967331999214
arm64,6656,1,20221224_051711,4,7.858967052998196
arm64,6656,1,20221224_051911,4,7.87403639400145
arm64,6656,1,20221224_052111,4,7.87286505499651
arm64,6656,1,20221224_052311,4,7.853315729997121
arm64,6656,1,20221224_052511,4,7.9149402960028965
arm64,6656,1,20221224_052711,4,7.8555739450021065
arm64,6656,1,20221224_052911,4,7.916824981002719
arm64,6656,1,20221224_053111,4,7.855447373003699
arm64,6656,1,20221224_053311,4,7.930286338996666
arm64,6656,1,20221224_053511,4,7.849075204001565
arm64,6656,1,20221224_053711,4,7.849277478002477
arm64,6656,1,20221224_053911,4,7.8684469379950315
arm64,6656,1,20221224_054111,4,7.877868903997296
arm64,6656,1,20221224_054311,4,7.852997305999452
arm64,6656,1,20221224_054511,4,7.86101402699569
arm64,6656,1,20221224_054711,4,7.876569375002873
arm64,6656,1,20221224_054911,4,7.844717428000877
arm64,6656,1,20221224_055110,4,7.8574564890004694
arm64,6656,1,20221224_055311,4,7.863509132999752
arm64,6656,1,20221224_055511,4,7.891154580996954
arm64,6656,1,20221224_055712,4,7.860170819003542
arm64,6656,1,20221224_055911,4,7.870601244001591
arm64,6656,1,20221224_060111,4,7.875884558001417
arm64,6656,1,20221224_060311,4,7.846442515001399
arm64,6656,1,20221224_060511,4,7.859604590994422
arm64,6656,1,20221224_060711,4,7.8434537229986745
arm64,6656,1,20221224_060912,4,7.922667819999333
arm64,6656,1,20221224_061111,4,7.929901330004213
arm64,6656,1,20221224_061311,4,7.849276845998247
arm64,6656,1,20221224_061511,4,7.874503446997551
arm64,6656,1,20221224_061711,4,7.865339778996713
arm64,6656,1,20221224_061911,4,7.867179172004398
arm64,6656,1,20221224_062111,4,7.835914752999088
arm64,6656,1,20221224_062311,4,7.917623528999684
arm64,6656,1,20221224_062511,4,7.846759988999111
