Architecture,Memory,Workers,sk,cores,proc_time
x86_64,5632,6,20221224_045947,4,4.548605067000608
x86_64,5632,6,20221224_050146,4,4.156496749998041
x86_64,5632,6,20221224_050344,4,4.322545805000118
x86_64,5632,6,20221224_050545,4,4.2672915420007484
x86_64,5632,6,20221224_050747,4,5.55393870899934
x86_64,5632,6,20221224_050945,4,4.201091656999779
x86_64,5632,6,20221224_051145,4,4.109114693997981
x86_64,5632,6,20221224_051345,4,4.1038660279991745
x86_64,5632,6,20221224_051546,4,4.116964184002427
x86_64,5632,6,20221224_051746,4,4.555973138001718
x86_64,5632,6,20221224_051946,4,4.3916382110000995
x86_64,5632,6,20221224_052145,4,4.162080928002979
x86_64,5632,6,20221224_052346,4,4.247224522998295
x86_64,5632,6,20221224_052546,4,4.10580119199949
x86_64,5632,6,20221224_052746,4,4.177855497000564
x86_64,5632,6,20221224_052945,4,4.2334987569993245
x86_64,5632,6,20221224_053146,4,5.265596496003127
x86_64,5632,6,20221224_053346,4,4.106192117997125
x86_64,5632,6,20221224_053545,4,4.299648004998744
x86_64,5632,6,20221224_053746,4,4.608685055998649
x86_64,5632,6,20221224_053945,4,4.2161642979990575
x86_64,5632,6,20221224_054146,4,4.118491247005295
x86_64,5632,6,20221224_054345,4,4.109551779998583
x86_64,5632,6,20221224_054546,4,4.121632213995326
x86_64,5632,6,20221224_054746,4,4.198059363996435
x86_64,5632,6,20221224_054945,4,4.274600482000096
x86_64,5632,6,20221224_055145,4,4.487252120001358
x86_64,5632,6,20221224_055345,4,4.148979730001884
x86_64,5632,6,20221224_055545,4,4.168018705000577
x86_64,5632,6,20221224_055745,4,4.120995103003224
x86_64,5632,6,20221224_055945,4,4.093535896005051
x86_64,5632,6,20221224_060146,4,4.16962198499823
x86_64,5632,6,20221224_060346,4,4.109649546000583
x86_64,5632,6,20221224_060547,4,4.089279676001752
x86_64,5632,6,20221224_060746,4,4.143896057001257
x86_64,5632,6,20221224_060947,4,4.1354272669996135
x86_64,5632,6,20221224_061146,4,4.102539847001026
x86_64,5632,6,20221224_061346,4,4.07272580100107
x86_64,5632,6,20221224_061546,4,4.181772875999741
x86_64,5632,6,20221224_061746,4,4.370395170997654
x86_64,5632,6,20221224_061946,4,4.165644786997291
x86_64,5632,6,20221224_062146,4,4.259302184997068
x86_64,5632,6,20221224_062346,4,4.109538869000971
x86_64,5632,6,20221224_062545,4,4.118467615000554
x86_64,5632,6,20221224_062746,4,4.1100048829976
x86_64,5632,6,20221224_062946,4,4.215459035003732
x86_64,5632,6,20221224_063146,4,4.170832981995773
x86_64,5632,6,20221224_063346,4,4.1405703900018125
x86_64,5632,6,20221224_063545,4,4.162451553995197
x86_64,5632,6,20221224_063746,4,4.327454938997107
x86_64,5632,6,20221224_063946,4,4.101010256003065
x86_64,5632,6,20221224_064146,4,4.233737162001489
x86_64,5632,6,20221224_064346,4,4.847910196003795
x86_64,5632,6,20221224_064545,4,4.142897420999361
x86_64,5632,6,20221224_064745,4,4.349466676998418
x86_64,5632,6,20221224_064946,4,4.273608262999915
x86_64,5632,6,20221224_065146,4,4.348025699997379
x86_64,5632,6,20221224_065346,4,4.207579617999727
x86_64,5632,6,20221224_065547,4,4.895343074997072
x86_64,5632,6,20221224_065745,4,4.262850615996285
x86_64,5632,6,20221224_065946,4,4.074541070000123
x86_64,5632,6,20221224_070146,4,4.077742541998305
x86_64,5632,6,20221224_070346,4,4.289243473998795
x86_64,5632,6,20221224_070546,4,4.101856626999506
x86_64,5632,6,20221224_070747,4,4.022886322996783
x86_64,5632,6,20221224_070946,4,4.1124192500028585
x86_64,5632,6,20221224_071147,4,4.277174720999028
x86_64,5632,6,20221224_071345,4,4.042589835000399
x86_64,5632,6,20221224_071546,4,4.08375210200029
x86_64,5632,6,20221224_071746,4,4.499276332000591
x86_64,5632,6,20221224_071945,4,4.085013143998367
x86_64,5632,6,20221224_072145,4,4.232215792002535
x86_64,5632,6,20221224_072347,4,4.299704479999491
x86_64,5632,6,20221224_072546,4,4.057744281999476
x86_64,5632,6,20221224_072746,4,4.352252846001647
x86_64,5632,6,20221224_072946,4,4.112668851001217
x86_64,5632,6,20221224_073147,4,4.209837933998642
x86_64,5632,6,20221224_073346,4,4.0623480529975495
x86_64,5632,6,20221224_073546,4,4.03592536799988
x86_64,5632,6,20221224_073747,4,4.0831061949975265
x86_64,5632,6,20221224_073948,4,4.978127188001963
x86_64,5632,6,20221224_074147,4,4.091457300000911
x86_64,5632,6,20221224_074346,4,4.049346863001119
x86_64,5632,6,20221224_074547,4,4.487682514998596
x86_64,5632,6,20221224_074746,4,4.218913090000569
x86_64,5632,6,20221224_074947,4,4.322601833999215
x86_64,5632,6,20221224_075146,4,4.034096164999937
x86_64,5632,6,20221224_075346,4,4.068363361999218
x86_64,5632,6,20221224_075545,4,4.0173316770014935
x86_64,5632,6,20221224_075746,4,4.0869561419967795
x86_64,5632,6,20221224_075946,4,4.035655851002957
x86_64,5632,6,20221224_080146,4,4.056358452002314
x86_64,5632,6,20221224_080346,4,4.041831832000753
x86_64,5632,6,20221224_080547,4,4.043042478002462
x86_64,5632,6,20221224_080746,4,4.1343345459972625
x86_64,5632,6,20221224_080946,4,4.018518093998864
x86_64,5632,6,20221224_081146,4,4.048576026001683
x86_64,5632,6,20221224_081346,4,4.02513094599999
x86_64,5632,6,20221224_081547,4,4.039402023001458
x86_64,5632,6,20221224_081745,4,4.04304454800149
x86_64,5632,6,20221224_081945,4,4.044688813999528
x86_64,5632,6,20221224_082145,4,4.0513441570001305
x86_64,5632,6,20221224_082345,4,4.085054603001481
x86_64,5632,6,20221224_082546,4,4.055171830998006
x86_64,5632,6,20221224_082745,4,4.046124385000439
x86_64,5632,6,20221224_082946,4,4.060230987997784
x86_64,5632,6,20221224_083145,4,4.060466488001111
x86_64,5632,6,20221224_083345,4,4.072889568000392
x86_64,5632,6,20221224_083545,4,4.064427880002768
x86_64,5632,6,20221224_083745,4,4.057403500999499
x86_64,5632,6,20221224_083945,4,4.072350986003585
x86_64,5632,6,20221224_084146,4,4.080455823997909
x86_64,5632,6,20221224_084344,4,4.072701281002082
x86_64,5632,6,20221224_084546,4,4.0515399539945065
x86_64,5632,6,20221224_084746,4,4.029279798996868
x86_64,5632,6,20221224_084946,4,4.018033355001535
x86_64,5632,6,20221224_085146,4,4.105568225000752
x86_64,5632,6,20221224_085347,4,4.060753681995266
x86_64,5632,6,20221224_085545,4,4.048864128002606
x86_64,5632,6,20221224_085747,4,4.109205476997886
x86_64,5632,6,20221224_085946,4,4.18583385200327
x86_64,5632,6,20221224_090146,4,4.071773966999899
x86_64,5632,6,20221224_090346,4,4.058960957998352
x86_64,5632,6,20221224_090546,4,4.137139309999839
x86_64,5632,6,20221224_090745,4,4.126842659999966
x86_64,5632,6,20221224_090945,4,4.149057908000032
x86_64,5632,6,20221224_091145,4,4.176956409999548
x86_64,5632,6,20221224_091346,4,4.159706186999756
x86_64,5632,6,20221224_091547,4,4.147714213999279
x86_64,5632,6,20221224_091747,4,4.20416491099968
x86_64,5632,6,20221224_091947,4,4.170202282999526
x86_64,5632,6,20221224_092147,4,4.222030084998551
x86_64,5632,6,20221224_092346,4,4.20571678199849
x86_64,5632,6,20221224_092546,4,4.183519103000435
x86_64,5632,6,20221224_092746,4,4.195259140999042
x86_64,5632,6,20221224_092947,4,4.103388206000091
x86_64,5632,6,20221224_093147,4,4.121983834000275
x86_64,5632,6,20221224_093347,4,4.189964916000463
x86_64,5632,6,20221224_093547,4,4.124365187000876
