Architecture,Memory,Workers,sk,cores,proc_time
arm64,4352,5,20221224_045859,3,3.276189181000518
arm64,4352,5,20221224_050058,3,3.277063986999565
arm64,4352,5,20221224_050258,3,3.3102893650066108
arm64,4352,5,20221224_050458,3,3.257209414994577
arm64,4352,5,20221224_050658,3,3.2511123810036224
arm64,4352,5,20221224_050858,3,3.2416181449953
arm64,4352,5,20221224_051058,3,3.3030229860014515
arm64,4352,5,20221224_051258,3,3.2640146580015426
arm64,4352,5,20221224_051458,3,3.293382501004089
arm64,4352,5,20221224_051658,3,3.270466587993724
arm64,4352,5,20221224_051858,3,3.2781719420017907
arm64,4352,5,20221224_052058,3,3.2560739149994333
arm64,4352,5,20221224_052258,3,3.2558958959998563
arm64,4352,5,20221224_052458,3,3.256543420997332
arm64,4352,5,20221224_052658,3,3.2470490370033076
arm64,4352,5,20221224_052858,3,3.2327412140002707
arm64,4352,5,20221224_053058,3,3.251762168998539
arm64,4352,5,20221224_053258,3,3.2612994739974965
arm64,4352,5,20221224_053458,3,3.269305939997139
arm64,4352,5,20221224_053658,3,3.277142583996465
arm64,4352,5,20221224_053858,3,3.2693036010023206
arm64,4352,5,20221224_054058,3,3.3046984570028144
arm64,4352,5,20221224_054258,3,3.258233216998633
arm64,4352,5,20221224_054458,3,3.2809432319991174
arm64,4352,5,20221224_054658,3,3.2765756840017275
arm64,4352,5,20221224_054858,3,3.2786802820046432
arm64,4352,5,20221224_055057,3,3.2663823620023322
arm64,4352,5,20221224_055258,3,3.297011228001793
arm64,4352,5,20221224_055458,3,3.2902801429954707
arm64,4352,5,20221224_055659,3,3.2812762370012933
arm64,4352,5,20221224_055858,3,3.2504669740010286
arm64,4352,5,20221224_060058,3,3.265490284000407
arm64,4352,5,20221224_060258,3,3.2855733609976596
arm64,4352,5,20221224_060458,3,3.2744699280010536
arm64,4352,5,20221224_060658,3,3.254037632003019
arm64,4352,5,20221224_060858,3,3.3245899440007634
arm64,4352,5,20221224_061058,3,3.262788564999937
arm64,4352,5,20221224_061258,3,3.303575945996272
arm64,4352,5,20221224_061458,3,3.2939990920058335
arm64,4352,5,20221224_061658,3,3.2495358640007908
arm64,4352,5,20221224_061858,3,3.2685679709975375
arm64,4352,5,20221224_062058,3,3.2524454100057483
arm64,4352,5,20221224_062258,3,3.267221902999154
arm64,4352,5,20221224_062458,3,3.260517206006625
arm64,4352,5,20221224_062658,3,3.2586595069951727
arm64,4352,5,20221224_062858,3,3.289845040999353
arm64,4352,5,20221224_063058,3,3.2911806640040595
arm64,4352,5,20221224_063258,3,3.273773009001161
arm64,4352,5,20221224_063458,3,3.301853688994015
arm64,4352,5,20221224_063658,3,3.260579695997876
arm64,4352,5,20221224_063858,3,3.3088108419979108
arm64,4352,5,20221224_064058,3,3.272150748001877
arm64,4352,5,20221224_064258,3,3.289922365998791
arm64,4352,5,20221224_064458,3,3.264606732001994
arm64,4352,5,20221224_064658,3,3.2283913310000116
arm64,4352,5,20221224_064858,3,3.2724047379999774
arm64,4352,5,20221224_065058,3,3.2964000030000307
arm64,4352,5,20221224_065258,3,3.2344861489998493
arm64,4352,5,20221224_065458,3,3.238675695999973
arm64,4352,5,20221224_065658,3,3.2320412180001767
arm64,4352,5,20221224_065858,3,3.2754584399999658
arm64,4352,5,20221224_070058,3,3.267701549999856
arm64,4352,5,20221224_070258,3,3.286095798000133
arm64,4352,5,20221224_070458,3,3.2555669119999493
arm64,4352,5,20221224_070658,3,3.258520593999947
arm64,4352,5,20221224_070858,3,3.2340316009999697
arm64,4352,5,20221224_071058,3,3.2608706239998355
arm64,4352,5,20221224_071258,3,3.272004605999882
arm64,4352,5,20221224_071458,3,3.2329472029996396
arm64,4352,5,20221224_071658,3,3.2488313960002415
arm64,4352,5,20221224_071858,3,3.260250236000047
arm64,4352,5,20221224_072058,3,3.2841049550002026
arm64,4352,5,20221224_072259,3,3.2481661080000777
arm64,4352,5,20221224_072458,3,3.284950649000166
arm64,4352,5,20221224_072658,3,3.260025848999703
arm64,4352,5,20221224_072858,3,3.280200652000076
arm64,4352,5,20221224_073058,3,3.2669284379999226
arm64,4352,5,20221224_073258,3,3.2785189530000025
arm64,4352,5,20221224_073458,3,3.2734341860000313
arm64,4352,5,20221224_073658,3,3.258109541999602
arm64,4352,5,20221224_073858,3,3.265013204999832
arm64,4352,5,20221224_074058,3,3.3077776929999345
arm64,4352,5,20221224_074258,3,3.2810049179997804
arm64,4352,5,20221224_074458,3,3.283808627000326
arm64,4352,5,20221224_074658,3,3.293354974000067
arm64,4352,5,20221224_074859,3,3.282945292000477
arm64,4352,5,20221224_075058,3,3.274583733000327
arm64,4352,5,20221224_075258,3,3.283045344999664
arm64,4352,5,20221224_075458,3,3.2606707069999175
arm64,4352,5,20221224_075658,3,3.2798583579997285
arm64,4352,5,20221224_075858,3,3.256932203999895
arm64,4352,5,20221224_080058,3,3.308202211000207
arm64,4352,5,20221224_080258,3,3.2864950929997576
arm64,4352,5,20221224_080458,3,3.2470440160004728
arm64,4352,5,20221224_080658,3,3.2648419890001605
arm64,4352,5,20221224_080858,3,3.2543172380001124
arm64,4352,5,20221224_081058,3,3.239799454000604
arm64,4352,5,20221224_081258,3,3.2658971439996094
arm64,4352,5,20221224_081458,3,3.249755054999696
arm64,4352,5,20221224_081658,3,3.3041776449999816
arm64,4352,5,20221224_081858,3,3.2419789409996156
arm64,4352,5,20221224_082058,3,3.2394231329999457
arm64,4352,5,20221224_082258,3,3.3321237039999687
arm64,4352,5,20221224_082458,3,3.2416014640002686
arm64,4352,5,20221224_082658,3,3.295160396999563
arm64,4352,5,20221224_082858,3,3.247458529999676
arm64,4352,5,20221224_083058,3,3.3090384530005394
arm64,4352,5,20221224_083258,3,3.27368163599931
arm64,4352,5,20221224_083458,3,3.3084772379997958
arm64,4352,5,20221224_083658,3,3.2685500590005176
arm64,4352,5,20221224_083858,3,3.273061861997121
arm64,4352,5,20221224_084058,3,3.230001233998337
arm64,4352,5,20221224_084258,3,3.261198994005099
arm64,4352,5,20221224_084458,3,3.274030460001086
arm64,4352,5,20221224_084658,3,3.247878050999134
arm64,4352,5,20221224_084858,3,3.2411263460016926
arm64,4352,5,20221224_085058,3,3.2790981529979035
arm64,4352,5,20221224_085258,3,3.2448876589987776
arm64,4352,5,20221224_085458,3,3.296399888000451
arm64,4352,5,20221224_085658,3,3.266900007001823
arm64,4352,5,20221224_085858,3,3.274239182996098
arm64,4352,5,20221224_090058,3,3.237518542999169
arm64,4352,5,20221224_090258,3,3.2525130370049737
arm64,4352,5,20221224_090458,3,3.263392438995652
arm64,4352,5,20221224_090658,3,3.2903660090014455
arm64,4352,5,20221224_090858,3,3.294279922003625
arm64,4352,5,20221224_091058,3,3.2374821120029083
arm64,4352,5,20221224_091258,3,3.25897104699834
arm64,4352,5,20221224_091458,3,3.274483851993864
arm64,4352,5,20221224_091658,3,3.262928971002111
arm64,4352,5,20221224_091858,3,3.2686796589987352
arm64,4352,5,20221224_092058,3,3.255964459000097
arm64,4352,5,20221224_092258,3,3.2342083980038296
arm64,4352,5,20221224_092458,3,3.2608439910036395
arm64,4352,5,20221224_092658,3,3.2401716460008174
arm64,4352,5,20221224_092859,3,3.2595335910009453
arm64,4352,5,20221224_093058,3,3.261295379998046
arm64,4352,5,20221224_093258,3,3.2852015790049336
arm64,4352,5,20221224_093458,3,3.304298849994666
arm64,4352,5,20221224_093658,3,3.2533345759948133
arm64,4352,5,20221224_093859,3,3.2764557400005287
arm64,4352,5,20221224_094059,3,3.2796033100021305
arm64,4352,5,20221224_094258,3,3.2703967050038045
arm64,4352,5,20221224_094459,3,3.269238879001932
arm64,4352,5,20221224_094658,3,3.275591617995815
arm64,4352,5,20221224_094859,3,3.2590317239955766
arm64,4352,5,20221224_095059,3,3.258600077002484
arm64,4352,5,20221224_095258,3,3.2699984689970734
arm64,4352,5,20221224_095458,3,3.2716211970036966
arm64,4352,5,20221224_095659,3,3.2422328899992863
arm64,4352,5,20221224_095859,3,3.2580755980015965
arm64,4352,5,20221224_100058,3,3.238692031998653
arm64,4352,5,20221224_100259,3,3.2568589079965022
arm64,4352,5,20221224_100459,3,3.253093239000009
arm64,4352,5,20221224_100658,3,3.312740991997998
arm64,4352,5,20221224_100858,3,3.2899999950022902
arm64,4352,5,20221224_101058,3,3.2407015499993577
arm64,4352,5,20221224_101258,3,3.244381099000748
arm64,4352,5,20221224_101459,3,3.280156007996993
arm64,4352,5,20221224_101658,3,3.2367985599994427
arm64,4352,5,20221224_101858,3,3.2633769550011493
arm64,4352,5,20221224_102059,3,3.266462221996335
arm64,4352,5,20221224_102258,3,3.2696395110033336
arm64,4352,5,20221224_102459,3,3.265668868996727
arm64,4352,5,20221224_102658,3,3.2807188060032786
arm64,4352,5,20221224_102858,3,3.286923219995515
arm64,4352,5,20221224_103058,3,3.303933655995934
arm64,4352,5,20221224_103259,3,3.244627934000164
arm64,4352,5,20221224_103459,3,3.2727905009960523
arm64,4352,5,20221224_103658,3,3.2611312189983437
arm64,4352,5,20221224_103858,3,3.2556724379974185
arm64,4352,5,20221224_104058,3,3.2385745589999715
arm64,4352,5,20221224_104258,3,3.2901533659969573
arm64,4352,5,20221224_104458,3,3.2935719910019543
arm64,4352,5,20221224_104659,3,3.298318928995286
arm64,4352,5,20221224_104858,3,3.252120454002579
