Architecture,Memory,Workers,sk,cores,proc_time
x86_64,6656,3,20221224_045950,4,4.335409457999049
x86_64,6656,3,20221224_050150,4,4.5848657290007395
x86_64,6656,3,20221224_050348,4,4.366563308001787
x86_64,6656,3,20221224_050549,4,4.357316306999564
x86_64,6656,3,20221224_050750,4,4.344326803002332
x86_64,6656,3,20221224_050948,4,4.357161398002063
x86_64,6656,3,20221224_051148,4,4.351241371001379
x86_64,6656,3,20221224_051349,4,4.33935786100119
x86_64,6656,3,20221224_051550,4,4.346926551999786
x86_64,6656,3,20221224_051750,4,4.390997110000171
x86_64,6656,3,20221224_051949,4,4.339113525998982
x86_64,6656,3,20221224_052149,4,4.66994571000032
x86_64,6656,3,20221224_052350,4,4.357417254999746
x86_64,6656,3,20221224_052550,4,4.381125797001005
x86_64,6656,3,20221224_052750,4,4.341578326999297
x86_64,6656,3,20221224_052949,4,4.374634378000337
x86_64,6656,3,20221224_053149,4,4.376707751998765
x86_64,6656,3,20221224_053350,4,4.425976959002583
x86_64,6656,3,20221224_053549,4,4.463081475998479
x86_64,6656,3,20221224_053749,4,4.390177755001787
x86_64,6656,3,20221224_053948,4,4.4029046169998765
x86_64,6656,3,20221224_054150,4,4.358588780996797
x86_64,6656,3,20221224_054349,4,4.544059636999009
x86_64,6656,3,20221224_054550,4,4.349344747999567
x86_64,6656,3,20221224_054749,4,4.358685737999622
x86_64,6656,3,20221224_054949,4,4.387795373000699
x86_64,6656,3,20221224_055148,4,4.370878517001984
x86_64,6656,3,20221224_055349,4,4.349870193000243
x86_64,6656,3,20221224_055549,4,4.383980223003164
x86_64,6656,3,20221224_055749,4,4.421251627998572
x86_64,6656,3,20221224_055949,4,4.501195643999381
x86_64,6656,3,20221224_060149,4,4.379314333000366
x86_64,6656,3,20221224_060351,4,4.782767976998002
x86_64,6656,3,20221224_060550,4,4.4445315370030585
x86_64,6656,3,20221224_060751,4,5.056572168999992
x86_64,6656,3,20221224_060950,4,4.3777821809999296
x86_64,6656,3,20221224_061149,4,4.49099919299988
x86_64,6656,3,20221224_061349,4,4.386793142002716
x86_64,6656,3,20221224_061550,4,4.423145728997042
x86_64,6656,3,20221224_061749,4,4.434368934998929
x86_64,6656,3,20221224_061949,4,4.33791098599977
x86_64,6656,3,20221224_062150,4,4.419783366000047
x86_64,6656,3,20221224_062349,4,4.350411918996542
x86_64,6656,3,20221224_062549,4,4.431577965999168
x86_64,6656,3,20221224_062750,4,4.4278299729994615
x86_64,6656,3,20221224_062949,4,4.3635929450028925
x86_64,6656,3,20221224_063150,4,4.431020518000878
x86_64,6656,3,20221224_063350,4,4.388042758000665
x86_64,6656,3,20221224_063549,4,4.411192168998241
x86_64,6656,3,20221224_063750,4,4.777110094997624
x86_64,6656,3,20221224_063950,4,4.47365817699756
x86_64,6656,3,20221224_064150,4,4.444129489998886
x86_64,6656,3,20221224_064349,4,4.374694047000958
x86_64,6656,3,20221224_064549,4,4.446637637000094
x86_64,6656,3,20221224_064749,4,4.497042348000832
x86_64,6656,3,20221224_064950,4,4.392737748003128
x86_64,6656,3,20221224_065149,4,4.414788568003132
x86_64,6656,3,20221224_065350,4,4.343574549999175
x86_64,6656,3,20221224_065550,4,4.431648597001185
x86_64,6656,3,20221224_065749,4,4.377755109999271
x86_64,6656,3,20221224_065950,4,4.446332524999889
x86_64,6656,3,20221224_070150,4,4.587285960002191
x86_64,6656,3,20221224_070350,4,4.3691100329997425
x86_64,6656,3,20221224_070551,4,4.461914703999355
x86_64,6656,3,20221224_070751,4,4.617916220000552
x86_64,6656,3,20221224_070950,4,4.383983484000055
x86_64,6656,3,20221224_071150,4,4.42172165699958
x86_64,6656,3,20221224_071349,4,4.429581116999543
x86_64,6656,3,20221224_071550,4,4.3952034970006935
x86_64,6656,3,20221224_071750,4,4.359329856000841
x86_64,6656,3,20221224_071949,4,4.396880999998757
x86_64,6656,3,20221224_072149,4,4.467008794999856
x86_64,6656,3,20221224_072351,4,4.438834463999228
x86_64,6656,3,20221224_072550,4,4.399360696999793
x86_64,6656,3,20221224_072749,4,4.3904344309994485
x86_64,6656,3,20221224_072950,4,4.4536362329999974
x86_64,6656,3,20221224_073150,4,4.3945374520008045
x86_64,6656,3,20221224_073350,4,4.4078008310007135
x86_64,6656,3,20221224_073550,4,4.3947050149999995
x86_64,6656,3,20221224_073751,4,4.403393953998602
x86_64,6656,3,20221224_073951,4,4.357920740001646
x86_64,6656,3,20221224_074151,4,4.495030971000233
x86_64,6656,3,20221224_074350,4,4.382016276000286
x86_64,6656,3,20221224_074550,4,4.40931449099844
x86_64,6656,3,20221224_074750,4,4.4523570370001835
x86_64,6656,3,20221224_074951,4,4.4984032419997675
x86_64,6656,3,20221224_075150,4,4.409012286998404
x86_64,6656,3,20221224_075350,4,4.430458914001065
x86_64,6656,3,20221224_075549,4,4.419613730000492
x86_64,6656,3,20221224_075750,4,4.682374386999072
x86_64,6656,3,20221224_075950,4,4.481337400999109
x86_64,6656,3,20221224_080150,4,4.407402958999228
x86_64,6656,3,20221224_080350,4,4.400845473999652
x86_64,6656,3,20221224_080551,4,4.586887626999669
x86_64,6656,3,20221224_080750,4,4.3745384349986125
x86_64,6656,3,20221224_080950,4,4.725101191999784
x86_64,6656,3,20221224_081150,4,4.476572384999599
x86_64,6656,3,20221224_081350,4,4.431869766000091
x86_64,6656,3,20221224_081551,4,4.412284379999619
x86_64,6656,3,20221224_081749,4,4.384113897000134
x86_64,6656,3,20221224_081949,4,4.387831557000027
x86_64,6656,3,20221224_082149,4,4.347153668999454
x86_64,6656,3,20221224_082349,4,4.392457763000493
x86_64,6656,3,20221224_082550,4,4.389563660999556
x86_64,6656,3,20221224_082749,4,4.395215017000737
x86_64,6656,3,20221224_082949,4,4.3937772839999525
x86_64,6656,3,20221224_083149,4,4.4638501110002835
x86_64,6656,3,20221224_083349,4,4.3844455540001945
x86_64,6656,3,20221224_083549,4,4.408024929000021
x86_64,6656,3,20221224_083749,4,4.395975825000278
x86_64,6656,3,20221224_083949,4,4.4395865429996775
x86_64,6656,3,20221224_084150,4,4.392804708000767
x86_64,6656,3,20221224_084348,4,4.396077424000396
x86_64,6656,3,20221224_084550,4,4.36879704400053
x86_64,6656,3,20221224_084750,4,4.381065403998946
x86_64,6656,3,20221224_084950,4,4.377231058000689
x86_64,6656,3,20221224_085149,4,4.3907722320000175
x86_64,6656,3,20221224_085350,4,4.40082089399948
x86_64,6656,3,20221224_085549,4,4.330067743001564
x86_64,6656,3,20221224_085750,4,4.352966369999194
x86_64,6656,3,20221224_085950,4,4.352592966999509
x86_64,6656,3,20221224_090150,4,4.371790917999533
x86_64,6656,3,20221224_090350,4,4.486046820000411
x86_64,6656,3,20221224_090550,4,4.413683162001689
x86_64,6656,3,20221224_090749,4,4.697630679000213
x86_64,6656,3,20221224_090949,4,4.3530784960003075
x86_64,6656,3,20221224_091149,4,4.3769831959998555
x86_64,6656,3,20221224_091349,4,4.337105276999864
x86_64,6656,3,20221224_091551,4,4.3668806120003865
x86_64,6656,3,20221224_091751,4,4.528145384001618
x86_64,6656,3,20221224_091950,4,4.341972181999154
x86_64,6656,3,20221224_092151,4,4.40102863500033
x86_64,6656,3,20221224_092350,4,4.397975754000072
x86_64,6656,3,20221224_092550,4,4.371936128000016
x86_64,6656,3,20221224_092750,4,4.718261261001317
x86_64,6656,3,20221224_092951,4,4.351088093000726
x86_64,6656,3,20221224_093151,4,4.388754092999079
x86_64,6656,3,20221224_093351,4,4.359151152999402
x86_64,6656,3,20221224_093551,4,4.3365073109998775
x86_64,6656,3,20221224_093751,4,4.3580376360005175
x86_64,6656,3,20221224_093951,4,4.3399943219992565
x86_64,6656,3,20221224_094151,4,4.3394060479986365
x86_64,6656,3,20221224_094352,4,4.394814037001197
x86_64,6656,3,20221224_094552,4,4.340433163999478
x86_64,6656,3,20221224_094752,4,4.406414991999554
x86_64,6656,3,20221224_094952,4,4.338760654998623
x86_64,6656,3,20221224_095151,4,4.355028986001344
x86_64,6656,3,20221224_095351,4,4.376436620999812
x86_64,6656,3,20221224_095551,4,4.35999509300018
x86_64,6656,3,20221224_095751,4,4.339359569999942
x86_64,6656,3,20221224_095951,4,4.337940493000133
x86_64,6656,3,20221224_100151,4,4.519467694999548
x86_64,6656,3,20221224_100351,4,4.381174887999805
x86_64,6656,3,20221224_100551,4,4.333977924999999
x86_64,6656,3,20221224_100751,4,4.4348127039993415
x86_64,6656,3,20221224_100951,4,4.330271981001715
x86_64,6656,3,20221224_101151,4,4.422998292000557
x86_64,6656,3,20221224_101351,4,4.332957340997382
x86_64,6656,3,20221224_101552,4,4.387992083000427
x86_64,6656,3,20221224_101752,4,5.029686370999116
x86_64,6656,3,20221224_101951,4,4.3485144740006945
x86_64,6656,3,20221224_102151,4,4.446084432001953
x86_64,6656,3,20221224_102351,4,4.349071657001332
x86_64,6656,3,20221224_102551,4,4.412022872002126
x86_64,6656,3,20221224_102750,4,4.3885219619987765
x86_64,6656,3,20221224_102950,4,4.3485589920019265
x86_64,6656,3,20221224_103151,4,4.336921427999187
x86_64,6656,3,20221224_103351,4,4.335005591001391
x86_64,6656,3,20221224_103551,4,4.449990645000071
x86_64,6656,3,20221224_103751,4,4.386246650999965
x86_64,6656,3,20221224_103952,4,4.335349790999317
x86_64,6656,3,20221224_104151,4,4.37283583899989
x86_64,6656,3,20221224_104351,4,4.395665179999924
x86_64,6656,3,20221224_104551,4,4.356675914001244
x86_64,6656,3,20221224_104751,4,4.344271072000993
x86_64,6656,3,20221224_104951,4,4.344468371000403
